op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For rent,Ziepniekkalns,Ozolciema 8,1,32,1,9,Specpr.,Brick,All amenities,220,56.8989409,24.08338926
For sale,centrs,Raiņa bulv. 31,5,154,2,5,P. kara,Brick,All amenities,333000,NaN,NaN
For rent,Bolderāja,Lemešu 7,2,50,6,9,602,Panel,All amenities,220,57.0327107,24.0550827
Buying,Pļavnieki,,,,,,,,,,46.3144754,11.0480288
Buying,Iļģuciems,,,,,,,,,,46.3144754,11.0480288
Buying,Āgenskalns,,,,,,,,,,46.3144754,11.0480288
Buying,Ķengarags,,,,,,,,,,46.3144754,11.0480288
For sale,Ziepniekkalns,Mālu 7,2,54,4,6,Specpr.,Brick,All amenities,65000,56.9125204,24.10268353
For rent,centrs,Ģertrūdes 129,2,37,4,5,Renov.,Brick,All amenities,35,56.9477411,24.14170557
For rent,Imanta,Anniņmuižas bulvāris 38,1,52,6,15,Jaun.,Brick-Panel,All amenities,390,56.96112105,24.0182168
For rent,Sarkandaugava,Pededzes 4,2,42,3,5,Hrušč.,Brick,All amenities,240,56.9879162,24.1350144
For sale,Ziepniekkalns,Ozolciema 52,1,40,1,9,M. ģim.,Panel,All amenities,37000,56.9010096,24.09997564
For sale,Vecmīlgrāvis,Dombrovska 41,3,63,5,9,602,Panel,All amenities,60000,57.0336529,24.10362708
For rent,centrs,Lāčplēša 16,1,20,5,6,P. kara,Masonry,All amenities,140,56.95556745,24.12244187
For sale,Zolitūde,Skrīnes 2,2,60,2,3,Jaun.,Panel-Brick,All amenities,97010,56.9421021,24.0243648
For rent,Šampēteris-Pleskodāle,Lielirbes 11,3,92,12,25,Jaun.,Brick-Panel,All amenities,650,56.9340645,24.0436381
For sale,Zolitūde,Ruses 26,2,58,8,9,119,Panel,All amenities,53800,56.9454805,24.0097101
Buying,centrs,,2,,,,,,,,46.3144754,11.0480288
For sale,Ķengarags,Maskavas 250/8,1,30,4,5,LT proj.,Panel,All amenities,27900,56.94454165,24.11267383
For sale,Purvciems,Nīcgales 4,4,75,6,9,467,Panel,All amenities,69900,56.95855255,24.17531633
For rent,centrs,Sapieru 3b,1,26,4,5,Renov.,Brick,All amenities,330,56.9630577,24.1531056
For rent,centrs,Tērbatas 41,1,20,1,5,P. kara,Masonry,All amenities,295,56.9557759,24.1253193
For sale,Teika,Raunas 19,3,72,3,5,103,Brick-Panel,All amenities,76000,56.96893685,24.1736181
For rent,Zolitūde,Gramzdas 80,2,72,2,4,Jaun.,Panel-Brick,All amenities,500,56.94145735,24.00301884
For sale,Purvciems,Zvaigznāja g. 4,3,55,5,5,LT proj.,Panel,All amenities,51000,56.9527936,24.2063812
For sale,Vecmīlgrāvis,Melīdas 11,3,60,6,9,467,Panel,All amenities,60500,57.0318969,24.1109505
For sale,Dārzciems,Stopiņu 18,2,57,2,2,P. kara,Wood,Partial amenities,18000,56.94880765,24.17072857
For sale,Ziepniekkalns,Valdeķu 18,1,42,3,5,M. ģim.,Panel,All amenities,33000,56.9094064,24.0954157
For sale,centrs,Barona 24/26,2,51,3,6,Renov.,Masonry,All amenities,155000,56.95161295,24.12245715
For sale,Pļavnieki,Ilūkstes 12,5,90,1,9,602,Panel,All amenities,73900,56.93717765,24.19580518
For sale,Purvciems,Kalsnavas 2e,2,59,5,9,119,Panel,All amenities,59700,56.95456995,24.16825679
For sale,centrs,Kalniņa 8,4,113,3,5,P. kara,Masonry,All amenities,200000,56.949924,24.1206586
For rent,centrs,Matīsa 81,1,25,2,2,P. kara,Masonry,All amenities,280,56.9531103,24.1420699
For rent,Sarkandaugava,Tvaika 16,2,35,3,5,Hrušč.,Brick,All amenities,220,57.000045,24.11848749
For sale,Daugavgrīva,Parādes 2,3,67,1,5,103,Panel-Brick,All amenities,50000,57.04328605,24.03359535
For sale,Čiekurkalns,Čiekurkalna 3. šķ l. 28e,2,50,2,3,Hrušč.,Masonry,All amenities,45900,NaN,NaN
For sale,centrs,Ganību d. 15,2,41,1,3,P. kara,Masonry,All amenities,58900,56.9928319,24.1224521
For sale,centrs,Valdemāra 95,3,79,5,5,Staļina,Masonry,All amenities,95800,56.9642554,24.12654426
For rent,Pļavnieki,Zemes 3,1,14,2,9,602,Panel,All amenities,135,56.942271,24.19720678
For rent,Imanta,Progresa 31,1,22,2,2,Priv. m.,Brick,All amenities,250,56.95768705,24.0324805
Renting,centrs,,3,70,2,,,,,900,46.3144754,11.0480288
For rent,Torņakalns,Vaiņodes 24a,2,36,4,5,LT proj.,Panel,Partial amenities,295,56.9146722,24.0918129
Buying,Mežciems,,,,99,9,,,,,46.3144754,11.0480288
Buying,Ziepniekkalns,,,1,2,3,,,,,46.3144754,11.0480288
Buying,Vecāķi,,,4,44,4,,,,,46.3144754,11.0480288
Buying,Teika,,,,77,7,,,,,46.3144754,11.0480288
Buying,Zolitūde,,6,11,11,1,,,,,46.3144754,11.0480288
For sale,Mežciems,Hipokrāta 33,4,77,5,9,602,Panel,All amenities,75000,56.960931,24.23649755
For sale,centrs,Tomsona 4,2,37,1,6,Renov.,Masonry,All amenities,45000,56.96362585,24.12431871
For rent,centrs,Miera 105,2,46,2,6,Renov.,Masonry,All amenities,450,56.9665763,24.1337504
For sale,centrs,Blaumaņa 12,3,77,4,6,Renov.,Masonry,All amenities,198223,56.9548306,24.1221141
For sale,centrs,Miera 105,3,71.6,6,6,Renov.,Masonry,All amenities,130300,56.9665763,24.1337504
For rent,Imanta,Kleistu 179,1,27,1,5,LT proj.,Panel,All amenities,220,56.9675737,24.0276706
For rent,Āgenskalns,Kuģu 22,2,45,5,6,Hrušč.,Brick,All amenities,450,56.9425517,24.09488757
For sale,Ķengarags,Krustpils 73/4,1,17,3,3,M. ģim.,Brick,All amenities,15500,56.9293636,24.1835723
For sale,centrs,Brīvības iela 76,4,146,6,6,P. kara,Masonry,All amenities,270000,56.9583571,24.1252547
For sale,Imanta,Anniņmuižas bulvāris 38,2,64,10,18,Jaun.,Panel,All amenities,95000,56.96112105,24.0182168
For sale,Purvciems,Viršu 11,2,46,6,9,119,Panel,All amenities,53000,56.9517249,24.18045461
For sale,Vecrīga,13. janvāra 33,1,45,3,4,Renov.,Masonry,All amenities,105000,56.94451965,24.10978482
For sale,Vecrīga,13. janvāra 33,1,40,3,4,Renov.,Masonry,All amenities,110000,56.94451965,24.10978482
For sale,centrs,Blaumaņa 12,3,64.2,4,6,Renov.,Masonry,All amenities,152475,56.9548306,24.1221141
For sale,Sarkandaugava,Viestura pr. 55,3,63,2,9,Specpr.,Brick,All amenities,48000,56.9984366,24.1328951
For rent,centrs,Republikas laukums 3,2,56,2,7,Jaun.,Masonry,All amenities,43,56.9552522,24.09999913
For sale,Jugla,Vangažu 15,1,37,8,12,Specpr.,Brick-Panel,All amenities,49000,56.9872837,24.22981595
Buying,Āgenskalns,,1,99,99,9,,,,,46.3144754,11.0480288
For sale,Pļavnieki,Deglava 106,2,62,2,9,119,Panel,All amenities,54900,56.94796725,24.18986593
For sale,Āgenskalns,M. Nometņu 85,7,207,2,2,P. kara,Wood,All amenities,79000,56.93779065,24.05558948
For sale,Maskavas priekšpilsēta,Maskavas 95,1,31,4,5,P. kara,Panel,Partial amenities,17900,56.8597884,24.3083417
For sale,centrs,Ieroču 2,1,29,4,4,Hrušč.,Brick,All amenities,35000,56.9753736,24.1391442
For sale,Purvciems,Burtnieku 36a,3,78,2,5,Jaun.,Panel,All amenities,103000,56.9670442,24.1820249
For sale,Sarkandaugava,Tvaika 50,1,26,5,5,Hrušč.,Brick,All amenities,26500,57.0069729,24.12172332
For sale,centrs,Valdemāra 73,3,80,3,6,P. kara,Masonry,All amenities,175000,56.9622133,24.1233217
For sale,Āgenskalns,Augļu 11,3,67,1,5,103,Brick-Panel,All amenities,79000,56.93821515,24.07955375
For rent,centrs,Pērnavas 4,3,60,1,3,P. kara,Masonry,All amenities,400,56.9663437,24.14767836
For rent,Āgenskalns,Mūkusalas 29,2,52.1,2,4,Jaun.,Masonry,All amenities,650,56.93693955,24.10193236
For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,90,5,30,Jaun.,Masonry,All amenities,650,56.9334996,24.0424848
For rent,Āgenskalns,Lielirbes 13,3,90,5,30,Jaun.,Masonry,All amenities,650,56.9334996,24.0424848
For sale,Vecrīga,Kungu 25,2,41,2,6,Specpr.,Panel,All amenities,92990,56.9453382,24.10946395
For sale,Vecrīga,Kungu 25,1,23,2,6,Specpr.,Panel,All amenities,49990,56.9453382,24.10946395
For sale,Purvciems,Dudajeva g. 11,3,64,5,5,LT proj.,Panel,All amenities,48300,56.9570069,24.1987368
For sale,Vecrīga,Kungu 25,1,28,6,6,Specpr.,Panel,All amenities,61990,56.9453382,24.10946395
For sale,Vecrīga,Kungu 25,1,24,2,6,Specpr.,Panel,All amenities,51990,56.9453382,24.10946395
For sale,Vecrīga,Kungu 25,1,23,2,6,Specpr.,Panel,All amenities,50990,56.9453382,24.10946395
For sale,Vecrīga,Kungu 25,3,55,3,6,Specpr.,Panel,All amenities,124990,56.9453382,24.10946395
For sale,Vecrīga,Kungu 25,3,91,6,6,Specpr.,Panel,All amenities,139990,56.9453382,24.10946395
For sale,Purvciems,Stirnu 14,1,39,1,5,M. ģim.,Panel,All amenities,30500,56.95362445,24.18336245
For sale,Purvciems,Stirnu 22,1,37,4,5,Specpr.,Brick,All amenities,32700,56.9561795,24.1835724
For rent,centrs,Elijas 20,1,40,1,5,P. kara,Brick,All amenities,25,56.9411476,24.1242481
For sale,Vecmīlgrāvis,Meldru 24,2,50,3,5,LT proj.,Panel,All amenities,37900,57.03262235,24.09540703
For sale,Imanta,Slokas 185,3,66,5,5,LT proj.,Panel,All amenities,55300,56.9631072,24.01880575
For rent,Ķengarags,Ikšķiles 16,1,16,4,5,LT proj.,Panel,All amenities,160,56.90257745,24.21006526
For sale,Dzegužkalns,Dzirciema 1,2,53,1,5,103,Brick-Panel,All amenities,64000,56.9494653,24.05353879
For sale,Purvciems,Raunas 35,2,44,2,5,Hrušč.,Brick,All amenities,50000,56.9684301,24.17899396
For sale,Ķengarags,Maskavas 321,2,49,1,5,LT proj.,Panel,All amenities,46700,56.8597884,24.3083417
For rent,Jugla,Vidzemes al. 1,1,35,3,9,Čehu pr.,Brick-Panel,All amenities,265,56.99359675,24.24284417
For sale,Vecmīlgrāvis,Emmas 3a,2,49,2,5,Specpr.,Brick,All amenities,32000,57.02896645,24.10663595
For sale,centrs,Rūpniecības 44,3,81,7,8,Jaun.,Brick-Panel,All amenities,185000,56.9663651,24.1051126
For rent,Purvciems,Kastrānes 1 k-2,1,16,1,5,Renov.,Brick-Panel,All amenities,230,56.9693455,24.17841515
For sale,Šampēteris-Pleskodāle,Mikus 20,3,53,1,2,Priv. m.,Brick,Partial amenities,59000,56.93985415,24.02461557
For rent,Vecmīlgrāvis,Emmas 28,2,37,4,4,Staļina,Brick,All amenities,310,57.03179875,24.11666443
For sale,Bukulti,Ādažu 11,3,148,3,3,Jaun.,Panel-Brick,All amenities,210000,57.0212347,24.129702
For sale,centrs,Pērnavas 10,3,80,5,5,Staļina,Brick-Panel,All amenities,128000,56.9647239,24.1477109
For sale,centrs,Avotu 2,6,138,6,7,P. kara,Brick,All amenities,115000,56.9509145,24.12684504
For sale,centrs,M. Matīsa 3,1,22,1,5,P. kara,Brick,All amenities,18800,56.9437711,24.15813266
For sale,Purvciems,Dzelzavas 88,2,51,3,5,LT proj.,Panel,All amenities,49000,56.9539408,24.2063673
For sale,Purvciems,Ieriķu 32,3,59,4,5,Specpr.,Brick,All amenities,64000,56.96450485,24.17215786
For sale,centrs,Čaka 36,1,33,5,5,P. kara,Masonry,All amenities,48285,56.952698,24.1299733
For sale,Mežciems,Biķernieku 160,2,58,3,5,Jaun.,Panel,All amenities,96000,56.9569585,24.2536804
For rent,centrs,Maskavas 146,2,28,4,5,Renov.,Masonry,All amenities,280,56.8597884,24.3083417
For sale,centrs,Čaka 36,1,48,5,5,P. kara,Masonry,All amenities,69600,56.952698,24.1299733
For sale,centrs,Čaka 36,2,54,1,5,P. kara,Masonry,All amenities,72495,56.952698,24.1299733
For rent,Krasta r-ns,Ogres 14,2,52,5,9,467,Panel,All amenities,300,56.9246777,24.16542254
For sale,Mežciems,Biķernieku 128 k-2,4,139,4,4,Jaun.,Panel,All amenities,199500,NaN,NaN
For sale,Grīziņkalns,Vārnu 11a,2,40,1,4,P. kara,Masonry,All amenities,37000,56.9588802,24.14942583
For sale,centrs,Nītaures 3,3,101,3,7,Jaun.,Masonry,All amenities,170000,56.9636145,24.12350991
For rent,Pļavnieki,Saharova 7,1,40,6,9,M. ģim.,Panel,All amenities,270,56.93515745,24.20020071
For sale,Čiekurkalns,Čiekurkalna 3. šķ l. 2a,1,24,2,2,P. kara,Wood,Partial amenities,15999,NaN,NaN
For sale,Bolderāja,Lemešu 15,2,49,4,5,LT proj.,Panel,All amenities,45000,57.0322403,24.05322685
For sale,centrs,Čaka 68,3,58,2,6,Specpr.,Brick,All amenities,82000,56.9555119,24.1352351
For rent,Mežaparks,Sudrabu Edžus 13,4,125,2,2,P. kara,Wood,All amenities,900,56.99749235,24.16756645
For rent,centrs,Brīvības iela 68,1,18,4,6,Renov.,Masonry,All amenities,300,56.9572634,24.1232688
For rent,Vecrīga,Vaļņu 8,3,100,3,5,P. kara,Masonry,All amenities,760,56.9505804,24.1100756
For sale,Purvciems,Dzelzavas 93,3,60,3,5,LT proj.,Panel,All amenities,52000,56.9554841,24.20213934
For sale,Vecmīlgrāvis,Edžiņa g. 7,3,56,1,5,LT proj.,Panel,All amenities,35000,57.0316748,24.1063938
For sale,Ķengarags,Maskavas 254,3,60,2,5,LT proj.,Panel,All amenities,51000,56.91162465,24.17437483
For sale,Vecmīlgrāvis,Kreimeņu 3,2,56,1,5,103,Brick-Panel,All amenities,43500,57.03464345,24.0893188
For rent,centrs,Valkas 4,2,63,2,5,Jaun.,Masonry,All amenities,1100,56.9622671,24.102416
For sale,Berģi,Berģu 9,2,36.2,3,4,Hrušč.,Brick,All amenities,32900,56.99786715,24.27734153
For sale,Āgenskalns,Zeļļu 5,3,79,1,4,P. kara,Brick,All amenities,74500,56.93527355,24.07326678
For rent,Ķīpsala,Balasta d. 72,3,116,2,5,Renov.,Masonry,All amenities,1800,56.9489344,24.0882804
For rent,Ķīpsala,M. Balasta d. 72,2,122,2,3,Renov.,Masonry,All amenities,1600,NaN,NaN
For rent,Imanta,M. Krūmu 1,3,69,5,5,LT proj.,Panel,All amenities,320,56.9572544,24.00220515
For sale,Ķengarags,Prūšu 4,3,63,5,5,Jaun.,Panel,All amenities,76494,56.9146747,24.18150793
For sale,centrs,Indrānu 8,2,56,2,6,Jaun.,Brick-Panel,All amenities,108000,56.9684979,24.1467035
For sale,Ziepniekkalns,Līvciema 43,2,41,2,5,Hrušč.,Brick,All amenities,40000,56.90509875,24.10270318
For sale,Vecmīlgrāvis,Sniega 2,1,28,5,5,LT proj.,Panel,All amenities,31900,57.0337701,24.09840055
For sale,Ķengarags,Maltas 15,3,59,1,5,LT proj.,Panel,All amenities,44988,56.9106275,24.18366947
For sale,Ķengarags,Maltas 29,3,59,1,5,LT proj.,Panel,All amenities,45500,56.9045511,24.1941032
For sale,centrs,Lienes 27,1,24,1,2,P. kara,Masonry,All amenities,25000,56.95185735,24.15006807
For rent,Ziepniekkalns,Ozolciema 20/1,1,20,2,10,119,Panel-Brick,All amenities,165,56.8990307,24.0785989
For rent,Zolitūde,Anniņmuižas 40,2,55,4,5,LT proj.,Panel,All amenities,300,56.96072455,24.00942534
For sale,centrs,Katrīnas 21,2,50,1,3,P. kara,Brick,All amenities,34000,56.97128295,24.10164022
Buying,Pļavnieki,,6,,,,,,,,46.3144754,11.0480288
Buying,Imanta,,6,,,,,,,,46.3144754,11.0480288
Buying,Mežciems,,6,,,,,,,,46.3144754,11.0480288
For rent,centrs,Miera 101,2,45,4,5,P. kara,Masonry,All amenities,400,56.9665763,24.1337504
For rent,centrs,Ģertrūdes 93,1,26,1,5,P. kara,Brick-Panel,All amenities,260,56.95032385,24.13596767
For sale,centrs,Barona 14,4,155,2,5,Renov.,Masonry,All amenities,434000,56.9506147,24.1212313
For rent,centrs,Lāčplēša 35,1,24,3,6,P. kara,Masonry,All amenities,125,56.9535179,24.127078
For sale,Purvciems,Ilūkstes 107,2,49,5,9,467,Panel,All amenities,45000,56.95369015,24.1977413
For rent,centrs,Mālpils 2,2,42,4,5,Hrušč.,Brick,All amenities,330,56.9668224,24.12695403
For rent,Maskavas priekšpilsēta,Lomonosova 2,1,32,2,4,Staļina,Masonry,All amenities,25,56.9383326,24.15588511
For sale,Ķengarags,Krustpils 62,2,47,1,3,Staļina,Brick,All amenities,47800,56.8955665,24.22544198
For sale,Purvciems,Deglava 106,2,62,2,9,119,Panel,All amenities,54900,56.94796725,24.18986593
For rent,centrs,Valdemāra 20,3,131,5,5,P. kara,Masonry,All amenities,1200,56.95770095,24.11646139
For rent,centrs,Vīlandes 2,2,61,5,5,Renov.,Masonry,All amenities,700,56.95920965,24.10215739
For rent,centrs,Rūpniecības 21,5,161,5,5,Jaun.,Masonry,All amenities,2200,56.9660465,24.1019662
For rent,Čiekurkalns,Čiekurkalna 1. l. 28,2,57,3,3,P. kara,Brick,Partial amenities,300,NaN,NaN
For sale,centrs,Valdemāra 77,2,55,3,5,P. kara,Masonry,All amenities,118000,56.9626669,24.1240534
For rent,centrs,Klusā 18,1,16,4,9,Renov.,Brick-Panel,All amenities,230,56.9762119,24.14626195
For sale,centrs,Tomsona 42,3,54,5,5,Hrušč.,Brick,All amenities,70000,56.96867625,24.13004095
For rent,centrs,Elizabetes 2a,4,95,3,5,P. kara,Brick,All amenities,600,56.9581254,24.10804978
For rent,Ķengarags,Maskavas 315,1,35,1,12,Čehu pr.,Brick,All amenities,250,56.8597884,24.3083417
For sale,Purvciems,Ilūkstes 42,3,83,8,9,119,Panel,All amenities,73500,56.94868505,24.19807115
For sale,Imanta,M. Krūmu 10,2,50,3,9,602,Panel,All amenities,53500,56.95924615,24.0038878
For rent,Āgenskalns,Vīlipa 12,1,49,3,7,Jaun.,Panel-Brick,All amenities,290,56.94825305,24.05532856
For rent,Imanta,Rigondas g. 3,2,46,6,12,Čehu pr.,Brick-Panel,All amenities,450,56.9648157,24.0190534
For rent,Jugla,Ūdeļu 29,2,47,5,5,103,Brick-Panel,All amenities,300,56.9768119,24.26400405
For sale,centrs,Klusā 18,3,47,9,9,Renov.,Masonry,All amenities,97000,56.9762119,24.14626195
For sale,centrs,Hospitāļu 7,1,35,2,5,Specpr.,Brick-Panel,All amenities,44900,56.9702595,24.13550503
For sale,Dzegužkalns,Dzirciema 71,2,51,7,9,602,Panel,All amenities,42900,56.96512045,24.05498289
For sale,Zolitūde,Rostokas 56,2,51,1,9,119,Panel,All amenities,51000,54.14361,12.05044145
For rent,Bolderāja,Platā 22,1,40,7,9,Specpr.,Brick,All amenities,250,57.0280131,24.0412216
For sale,Ķengarags,Višķu 13,1,31,2,5,LT proj.,Panel,All amenities,33550,56.8999122,24.2124101
For sale,Jugla,Lorupes 4,1,28,1,2,Hrušč.,Brick,All amenities,21990,56.97533275,24.2650674
For sale,centrs,Valdemāra 77,3,181,5,6,P. kara,Masonry,All amenities,169000,56.9626669,24.1240534
For sale,centrs,Miera 5,2,65.5,2,6,P. kara,Masonry,All amenities,101525,56.9665763,24.1337504
For rent,centrs,Bruņinieku 8,3,113,5,5,P. kara,Masonry,All amenities,750,56.959662,24.1249341
For sale,centrs,Barona 30,2,55,2,7,Renov.,Masonry,All amenities,153500,56.9523528,24.1238417
For sale,centrs,Cēsu 43,2,64,1,5,P. kara,Masonry,All amenities,70000,56.9663395,24.1442451
For rent,centrs,Barona 63,2,59,2,6,P. kara,Masonry,All amenities,400,56.95713205,24.13275913
For sale,centrs,Eksporta 6,5,132,3,5,Renov.,Masonry,All amenities,164900,56.956763,24.0954531
For sale,centrs,Birznieka-Upīša 13,3,79.4,2,7,Jaun.,Panel-Brick,All amenities,218000,56.9493295,24.12648921
For sale,Imanta,Dammes 31,3,62,9,9,602,Panel,All amenities,61500,56.96469885,24.00758218
For sale,Sarkandaugava,Tilta 24,1,33,1,5,P. kara,Masonry,All amenities,26000,56.9949274,24.12865231
For sale,Imanta,Vīksnes 29a,3,63,1,9,602,Panel,All amenities,65500,56.9590376,24.00269676
For rent,Čiekurkalns,Čiekurkalna 2. l. 61,1,21,2,4,P. kara,Brick,All amenities,190,NaN,NaN
For sale,centrs,Tomsona 9,3,128,5,6,Jaun.,Panel-Brick,All amenities,198000,56.96428355,24.12455415
For sale,Mežaparks,Ezermalas 13,3,95,3,5,Specpr.,Brick-Panel,All amenities,144000,56.99733515,24.1704467
Buying,Āgenskalns,,3,,,,,,,,46.3144754,11.0480288
For sale,Purvciems,Viršu 3,3,76,6,9,119,Panel,All amenities,92700,56.9521257,24.1761138
For sale,Bieriņi,Kantora 85/1,3,77,2,3,Jaun.,Brick,All amenities,127500,56.9197056,24.058748
For sale,Ķīpsala,Balasta d. 72,2,89,4,4,Jaun.,Brick,All amenities,230000,56.9489344,24.0882804
For sale,Dzegužkalns,Saldus 2a,2,48,2,3,Hrušč.,Brick,All amenities,33500,56.96206215,24.06522424
For rent,Bolderāja,Lielupes 68,2,48,5,5,LT proj.,Panel,All amenities,220,57.03099005,24.0574072
For sale,Ziepniekkalns,Ozolciema 48,1,44,7,9,M. ģim.,Panel,All amenities,34450,56.90048705,24.10060743
For sale,Mežciems,Kaivas 29,3,80,4,4,Jaun.,Panel,All amenities,139000,56.9503372,24.2445141
For sale,Imanta,Kleistu 18,3,60,5,5,LT proj.,Panel,All amenities,51900,56.9639239,24.0250927
For rent,centrs,Jeruzalemes 10,3,125,5,2,Jaun.,Panel,All amenities,1350,56.9578148,24.1142082
For sale,Pļavnieki,Slāvu 13 k-2,2,51,2,9,602,Panel,All amenities,57850,NaN,NaN
For sale,Jugla,Vangažu 26,3,74,11,12,Čehu pr.,Brick,All amenities,87000,56.98611335,24.22713777
For sale,Sarkandaugava,Hāpsalas 21,1,24,2,2,P. kara,Brick,Partial amenities,7900,57.00301175,24.12089889
For sale,Voleri,Daugavgrīvas š. 1b,1,28,1,3,Specpr.,Masonry,Partial amenities,17500,NaN,NaN
For sale,Pļavnieki,Pļavnieku 3,2,51,3,9,602,Panel,All amenities,59500,56.9427642,24.2090708
For rent,Zolitūde,Anniņmuižas 20,4,104,4,6,Jaun.,Panel,All amenities,628,56.94280435,24.01722919
For rent,centrs,Dzirnavu 63,2,52.4,4,6,P. kara,Masonry,All amenities,900,56.9548743,24.120069
For rent,centrs,Rūpniecības 21 k-1,2,75,3,6,Jaun.,Panel,All amenities,850,NaN,NaN
For sale,Zolitūde,Gramzdas 80,3,109,1,4,Jaun.,Brick-Panel,All amenities,142000,56.94145735,24.00301884
For sale,Grīziņkalns,Zvaigžņu 13c,1,27,2,5,P. kara,Brick,All amenities,22500,56.960182,24.1473114
For sale,Vecrīga,13. janvāra 33,3,125,3,4,Renov.,Masonry,All amenities,300000,56.94451965,24.10978482
For sale,Bolderāja,Gobas 32,1,34,2,5,103,Brick-Panel,All amenities,25000,57.0285047,24.0544534
For sale,centrs,Barona 36,3,82,6,7,Renov.,Masonry,All amenities,153000,56.9531436,24.1255034
For sale,Iļģuciems,Garā 33,3,54,3,5,LT proj.,Panel,All amenities,45000,56.96963375,24.05214038
For rent,Purvciems,Purvciema 50,1,48,2,5,M. ģim.,Panel,All amenities,25,56.9545273,24.18557913
For sale,centrs,Pulkv. Brieža 35,1,37,6,7,Jaun.,Masonry,All amenities,84000,NaN,NaN
For sale,Purvciems,Raunas 37/2,2,43,4,5,Hrušč.,Brick,All amenities,41500,56.9676199,24.1852575
For rent,Torņakalns,Jelgavas 63,2,38,4,6,Jaun.,Brick-Panel,All amenities,330,56.9273343,24.0927797
For sale,Āgenskalns,Kristapa 16,2,42,2,5,Hrušč.,Brick,All amenities,51500,56.9438278,24.06281934
For rent,centrs,Tērbatas 59/61,2,48,2,6,Renov.,Brick,All amenities,680,56.9578128,24.1300556
For rent,centrs,Rūpniecības 44,3,83,4,7,Jaun.,Panel,All amenities,1100,56.9663651,24.1051126
For sale,Mežaparks,Talejas 6,1,32,9,9,Jaun.,Panel,All amenities,75000,56.9896239,24.1745597
For sale,centrs,Rūpniecības 44,3,83,4,7,Jaun.,Panel,All amenities,225000,56.9663651,24.1051126
For rent,Āgenskalns,Zeļļu 13,2,50,2,3,P. kara,Wood,All amenities,500,56.93524705,24.07507763
